,id,title,categories,authors
213,1110.3777,gaussian semiparametric estimates on the unit sphere,math.st math.pr stat.th,"['claudio durastanti', 'xiaohong lan', 'domenico marinucci']"
214,1110.4168,stable mixed graphs,stat.ot math.st stat.ml stat.th,['kayvan sadeghi']
215,1110.4198,a reliable effective terascale linear learning system,cs.lg stat.ml,"['alekh agarwal', 'olivier chapelle', 'miroslav dudik', 'john langford']"
216,1110.4400,functional uniform priors for nonlinear modelling,stat.co stat.me,['björn bornkamp']
217,1110.4531,regression for sets of polynomial equations,stat.ml,"['franz johannes király', 'paul von bünau', 'jan saputra müller', 'duncan blythe', 'frank meinecke', 'klaus-robert müller']"
218,1110.4700,relevant statistics for bayesian model choice,math.st q-bio.pe stat.co stat.me stat.th,"['j. -m. marin', 'n. pillai', 'c. p. robert', 'j. rousseau']"
219,1110.5254,macroeconomic effects on mortality revealed by panel analysis with   nonlinear trends,stat.ap,"['edward l. ionides', 'zhen wang', 'josé a. tapia granados']"
220,1110.5927,estimation of conditional cumulative distribution function from current   status data,math.st stat.th,['sandra plancade']
221,1110.6084,the multi-armed bandit problem with covariates,math.st cs.lg stat.ml stat.th,"['vianney perchet', 'philippe rigollet']"
222,1110.6135,cluster-based regularized sliced inverse regression for forecasting   macroeconomic variables,stat.ap,"['yue yu', 'zhihong chen', 'jie yang']"
223,1110.6228,the adaboost flow,stat.ml math-ph math.mp,"['a. lykov', 's. muzychka', 'k. vaninsky']"
224,1110.6255,"quantum hypothesis testing for quantum gaussian states: quantum   analogues of chi-square, t and f tests",quant-ph math.st stat.th,"['wataru kumagai', 'masahito hayashi']"
225,1110.6317,risk-sensitive markov control processes,math.oc cs.ce math.ds stat.ml,"['yun shen', 'wilhelm stannat', 'klaus obermayer']"
226,1111.0328,the average likelihood ratio for large-scale multiple testing and   detecting sparse mixtures,stat.me,['guenther walther']
227,1111.0446,nonparametric inference for fractional diffusion,math.pr math.st stat.th,['bruno saussereau']
228,1111.0483,optimally approximating exponential families,math.st stat.th,['johannes rauh']
229,1111.0522,joint k-step analysis of orthogonal matching pursuit and orthogonal   least squares,stat.co physics.data-an,"['charles soussen', 'rémi gribonval', 'jérôme idier', 'cédric herzet']"
230,1111.0537,exact moderate and large deviations for linear processes,math.st stat.th,"['magda peligrad', 'hailin sang', 'yunda zhong', 'wei biao wu']"
231,1111.1067,calibration of self-decomposable l\'{e}vy models,math.st stat.th,['mathias trabs']
232,1111.1077,lan property for some fractional type brownian motion,math.st stat.th,"['serge cohen', 'fabrice gamboa', 'céline lacaux', 'jean-michel loubes']"
233,1111.1210,bayesian methods for genetic association analysis with heterogeneous   subgroups: from meta-analyses to gene-environment interactions,stat.me stat.ap,"['xiaoquan wen', 'matthew stephens']"
234,1111.1272,the lamperti representation of real-valued self-similar markov processes,math.pr math.st stat.th,"['loïc chaumont', 'henry pantí', 'víctor rivero']"
235,1111.1788,robust pca as bilinear decomposition with outlier-sparsity   regularization,stat.ml cs.it math.it,"['gonzalo mateos', 'georgios b. giannakis']"
236,1111.1802,combinatorial clustering and the beta negative binomial process,stat.me stat.ml,"['tamara broderick', 'lester mackey', 'john paisley', 'michael i. jordan']"
237,1111.1916,semi-parametric drift and diffusion estimation for multiscale diffusions,math.st stat.th,"['sebastian krumscheid', 'grigorios a. pavliotis', 'serafim kalliadasis']"
238,1111.1965,robust spectral analysis,math.st stat.th,['andreas hagemann']
239,1111.2205,parameter estimation in linear regression driven by a gaussian sheet,math.st stat.th,"['sándor baran', 'kinga sikolya']"
240,1111.3054,consistency under sampling of exponential random graph models,math.st stat.th,"['cosma rohilla shalizi', 'alessandro rinaldo']"
241,1111.3308,maximum likelihood degree of variance component models,math.st stat.th,"['elizabeth gross', 'mathias drton', 'sonja petrović']"
242,1111.3387,a linear iterative unfolding method,math.st physics.data-an stat.ap stat.th,['andras laszlo']
243,1111.3563,adaptive estimation in the single-index model via oracle approach,math.st stat.th,"['oleg lepski', 'nora serdyukova']"
244,1111.4180,guaranteed conditional performance of control charts via bootstrap   methods,stat.me math.st stat.th,"['axel gandy', 'jan terje kvaløy']"
245,1111.4601,non-asymptotic analysis of tangent space perturbation,physics.data-an cs.na stat.ml,"['daniel n. kaslovsky', 'francois g. meyer']"
246,1111.5028,bootstrap inference for network construction with an application to a   breast cancer microarray study,stat.me stat.ap,"['shuang li', 'li hsu', 'jie peng', 'pei wang']"
247,1111.5421,markovian stochastic approximation with expanding projections,math.pr stat.co stat.me,"['christophe andrieu', 'matti vihola']"
248,1111.5568,adaptive confidence sets in l^2,math.st stat.th,"['adam d. bull', 'richard nickl']"
249,1111.5927,distribution's template estimate with wasserstein metrics,math.st stat.th,"['emmanuel boissard', 'thibaut le gouic', 'jean-michel loubes']"
250,1111.5950,non-linear transformations of gaussians and gaussian-mixtures with   implications on estimation and information theory,cs.it math.it math.pr math.st stat.th,['paolo banelli']
251,1111.6110,first moments of the truncated and absolute student's variates,math.st stat.th,['christian p. robert']
252,1111.6201,learning a factor model via regularized pca,cs.lg stat.ml,"['yi-hao kao', 'benjamin van roy']"
253,1111.6232,single index regression models in the presence of censoring depending on   the covariates,math.st stat.th,"['olivier lopez', 'valentin patilea', 'ingrid van keilegom']"
254,1111.6473,a kernel-based framework for learning graded relations from data,stat.ml cs.lg,"['willem waegeman', 'tapio pahikkala', 'antti airola', 'tapio salakoski', 'michiel stock', 'bernard de baets']"
255,1111.6832,gaussian probabilities and expectation propagation,stat.ml,"['john p. cunningham', 'philipp hennig', 'simon lacoste-julien']"
256,1111.6899,extended generalised pareto models for tail estimation,stat.me stat.ap,"['ioannis papastathopoulos', 'jonathan a. tawn']"
257,1111.7077,strictly and non-strictly positive definite functions on spheres,math.pr math.st stat.th,['tilmann gneiting']
258,1112.0076,bandit market makers,q-fin.tr cs.gt stat.ml,"['nicolas della penna', 'mark d. reid']"
259,1112.1047,network inference and biological dynamics,stat.ap,"['chris. j. oates', 'sach mukherjee']"
260,1112.1241,stochastic integration with respect to additive functionals of zero   quadratic variation,math.pr math.st stat.th,['alexander walsh']
261,1112.1977,asymptotic theory of cepstral random fields,math.st stat.me stat.th,"['tucker s. mcelroy', 'scott h. holan']"
262,1112.2432,sparse principal component analysis and iterative thresholding,math.st stat.me stat.th,['zongming ma']
263,1112.2682,simultaneous sparse model selection and coefficient estimation for   heavy-tailed autoregressive processes,stat.me math.st stat.th,"['hailin sang', 'yan sun']"
264,1112.2738,robust learning via cause-effect models,stat.ml cs.lg,"['bernhard schölkopf', 'dominik janzing', 'jonas peters', 'kun zhang']"
265,1112.2751,on functional clt for reversible markov chains with nonlinear growth of   the variance,math.pr math.st stat.th,"['martial longla', 'costel peligrad', 'magda peligrad']"
266,1112.2986,dimensional reduction in nonlinear filtering: a homogenization approach,math.pr stat.co,"['peter imkeller', 'n. sri namachchivaya', 'nicolas perkowski', 'hoong c. yeong']"
267,1112.3250,spatially explicit models for inference about density in unmarked or   partially marked populations,stat.ap,"['richard b. chandler', 'j. andrew royle']"
268,1112.4627,false discovery rate controlling procedures for discrete tests,stat.me,"['ruth heller', 'hadas gur']"
269,1112.4675,variational approximation for mixtures of linear mixed models,stat.ap stat.co,"['siew li tan', 'david j. nott']"
270,1112.4951,weighted likelihood estimation under two-phase sampling,math.st stat.th,"['takumi saegusa', 'jon a. wellner']"
271,1112.5634,model selection for poisson processes with covariates,math.st stat.th,['mathieu sart']
272,1112.6390,early warning with calibrated and sharper probabilistic forecasts,nlin.cd q-fin.rm stat.ap,['reason lesego machete']
273,1201.0022,spatio-temporal wavelet regularization for parallel mri reconstruction:   application to functional mri,stat.ap cs.cv physics.med-ph,"['lotfi chaari', 'sébastien mériaux', 'jean-christophe pesquet', 'philippe ciuciu']"
274,1201.0153,empirical bayes estimation of posterior probabilities of enrichment,q-bio.gn stat.ap stat.me,"['zhenyu yang', 'zuojing li', 'david r. bickel']"
275,1201.0306,alternating linearization for structured regularization problems,stat.co,"['xiaodong lin', 'minh pham', 'andrzej ruszczynski']"
276,1201.0400,a classical measure of evidence for general null hypotheses,math.st stat.me stat.th,['alexandre g. patriota']
277,1201.0472,holonomic gradient method for the distribution function of the largest   root of a wishart matrix,math.st stat.th,"['hiroki hashiguchi', 'yasuhide numata', 'nobuki takayama', 'akimichi takemura']"
278,1201.0646,on the flexibility of the design of multiple try metropolis schemes,stat.co math.st stat.me stat.th,"['luca martino', 'jesse read']"
279,1201.0905,the workings of the maximum entropy principle in collective human   behavior,stat.ap physics.data-an physics.soc-ph,"['a. hernando', 'r. hernando', 'a. plastino', 'a. r. plastino']"
280,1201.1375,efficient estimation of nonlinear finite population parameters using   nonparametrics,stat.me stat.ap,"['camelia goga', 'anne ruiz-gazen']"
281,1201.1578,a bias-reduced estimator for the mean of a heavy-tailed distribution   with an infinite second moment,stat.me math.st stat.co stat.th,"['brahim brahimi', 'djamel meraghni', 'abdelhakim necir', 'djabrane yahia']"
282,1201.1699,automatic methods for handling nearly singular covariance structures   using the cholesky decomposition of an indefinite matrix,hep-ex physics.data-an stat.ap,"['john r. smith', 'milan nikolic', 'stephen p. smith']"
283,1201.2014,on the condensed density of the zeros of the cauchy transform of a   complex atomic random measure with gaussian moments,math.st stat.th,['piero barone']
284,1201.2617,short-term load forecasting: the similar shape functional time series   predictor,math.st stat.th,"['efstathios paparoditis', 'theofanis sapatinas']"
285,1201.2716,integrability properties and limit theorems for the exit time from a   cone of planar brownian motion,math.pr math.st stat.th,"['stavros vakeroudis', 'marc yor']"
286,1201.2770,bergm: bayesian exponential random graphs in r,stat.co stat.ap,"['alberto caimo', 'nial friel']"
287,1201.3087,statistical detection of systematic election irregularities,physics.soc-ph physics.data-an stat.ap,"['peter klimek', 'yuri yegorov', 'rudolf hanel', 'stefan thurner']"
288,1201.3102,a note on bayesian convergence rates under local prior support   conditions,math.st stat.th,"['ryan martin', 'liang hong', 'stephen g. walker']"
289,1201.3239,holonomic gradient descent for the fisher-bingham distribution on the   $d$-dimensional sphere,math.st stat.th,"['tamio koyama', 'hiromasa nakayama', 'kenta nishiyama', 'nobuki takayama']"
290,1201.3245,space-time modelling of extreme events,stat.me,"['raphaël huser', 'a. c. davison']"
291,1201.3522,a consistent multivariate test of association based on ranks of   distances,stat.me,"['ruth heller', 'yair heller', 'malka gorfine']"
292,1201.4058,on the prior and posterior distributions used in graphical modelling,math.st stat.ml stat.th,['marco scutari']
293,1201.4239,dynamic decision making for graphical models applied to oil exploration,stat.ap cs.ai stat.co,"['gabriele martinelli', 'jo eidsvik', 'ragnar hauge']"
294,1201.4551,fossil fuel consumption and economic growth: causality relationship in   the world,stat.ap q-fin.gn,['hazuki ishida']
295,1201.4831,high order chaotic limits of wavelet scalograms under long--range   dependence,math.pr math.st stat.th,"['marianne clausel', 'françois roueff', 'murad s. taqqu', 'ciprian a. tudor']"
296,1201.5690,heavy-tail driven by memory,q-fin.st math.st stat.th,"['jongwook kim', 'gabjin oh']"
297,1201.5833,convolution roots and differentiability of isotropic positive definite   functions on spheres,math.pr math.st stat.th,['johanna ziegel']
298,1201.6307,statistical convergence of markov experiments to diffusion limits,math.st stat.th,"['valentin konakov', 'enno mammen', 'jeannette woerner']"
299,1202.0258,about adaptive coding on countable alphabets,math.st stat.th,"['dominique bontemps', 'stéphane boucheron', 'elisabeth gassiat']"
300,1202.0943,derivative-based global sensitivity measures: general links with sobol'   indices and numerical tests,math.st stat.th,"['matieyendou lamboni', 'bertrand iooss', 'anne-laure popelin', 'fabrice gamboa']"
301,1202.1377,statistical significance in high-dimensional linear models,stat.me math.st stat.th,['peter bühlmann']
302,1202.1998,hierarchical kendall copulas: properties and inference,stat.me,['eike christian brechmann']
